Batsman,Bowler,Runs_Scored,Balls_Faced,Player_Out,ID
SR Watson,UT Yadav,7,4,SR Watson,2016
SR Watson,UT Yadav,2,3,SR Watson,2018
SR Watson,Umar Gul,0,1,SR Watson,2007/08
SR Watson,Umar Gul,1,3,Not Out,2007/08
SR Watson,V Pratap Singh,1,1,Not Out,2012
SR Watson,V Sehwag,9,4,Not Out,2007/08
SR Watson,V Shankar,18,4,Not Out,2014
SR Watson,V Shankar,10,5,Not Out,2018
SR Watson,VRV Singh,4,6,Not Out,2007/08
SR Watson,VY Mahesh,29,13,Not Out,2007/08
SR Watson,VY Mahesh,20,8,Not Out,2007/08
SR Watson,WA Mota,11,5,Not Out,2007/08
SR Watson,WD Parnell,6,3,Not Out,2012
SR Watson,WD Parnell,0,2,SR Watson,2013
SR Watson,WD Parnell,7,4,Not Out,2014
SR Watson,Washington Sundar,5,6,SR Watson,2020/21
SR Watson,YK Pathan,1,1,Not Out,2011
SR Watson,YS Chahal,13,14,SR Watson,2014
SR Watson,YS Chahal,1,3,Not Out,2014
SR Watson,YS Chahal,10,4,SR Watson,2015
SR Watson,YS Chahal,0,6,Not Out,2018
SR Watson,YS Chahal,0,7,SR Watson,2019
SR Watson,Yuvraj Singh,7,3,Not Out,2007/08
SR Watson,Yuvraj Singh,1,2,Not Out,2013
SR Watson,Yuvraj Singh,0,2,SR Watson,2014
SR Watson,Z Khan,1,3,Not Out,2007/08
SR Watson,Z Khan,10,4,Not Out,2007/08
SR Watson,Z Khan,1,2,SR Watson,2009/10
SR Watson,Z Khan,4,9,Not Out,2011
SR Watson,Z Khan,10,17,Not Out,2015
SR Watson,Z Khan,7,3,Not Out,2016
SR Watson,Z Khan,9,5,Not Out,2017
SS Cottrell,Sandeep Sharma,0,1,Not Out,2020/21
SS Cottrell,T Natarajan,0,1,SS Cottrell,2020/21
SS Iyer,A Ashish Reddy,9,5,Not Out,2015
SS Iyer,A Dananjaya,7,4,Not Out,2018
SS Iyer,A Nehra,5,5,SS Iyer,2015
SS Iyer,AB Dinda,9,7,Not Out,2015
SS Iyer,AB Dinda,2,4,SS Iyer,2016
SS Iyer,AD Russell,13,8,Not Out,2015
SS Iyer,AD Russell,15,13,Not Out,2015
SS Iyer,AD Russell,0,3,SS Iyer,2016
SS Iyer,AD Russell,0,1,SS Iyer,2016
SS Iyer,AD Russell,4,2,SS Iyer,2018
SS Iyer,AD Russell,15,10,Not Out,2018
SS Iyer,AD Russell,11,10,SS Iyer,2019
SS Iyer,AD Russell,1,2,SS Iyer,2019
SS Iyer,AD Russell,4,6,Not Out,2020/21
SS Iyer,AF Milne,6,2,Not Out,2022
SS Iyer,AJ Tye,0,2,Not Out,2018
SS Iyer,AJ Tye,11,6,Not Out,2018
SS Iyer,AJ Tye,5,4,SS Iyer,2020/21
SS Iyer,AR Patel,11,6,Not Out,2015
SS Iyer,AR Patel,4,4,Not Out,2017
SS Iyer,AR Patel,9,5,SS Iyer,2018
SS Iyer,AR Patel,16,9,Not Out,2022
SS Iyer,AR Patel,22,16,Not Out,2022
SS Iyer,AS Joseph,5,6,Not Out,2022
SS Iyer,AS Rajpoot,8,6,Not Out,2018
SS Iyer,Abhishek Sharma,2,2,Not Out,2019
SS Iyer,Abhishek Sharma,3,4,Not Out,2020/21
SS Iyer,Akash Deep,6,3,Not Out,2022
SS Iyer,Anureet Singh,12,10,Not Out,2015
SS Iyer,Arshdeep Singh,3,3,Not Out,2020/21
SS Iyer,Arshdeep Singh,9,4,Not Out,2022
SS Iyer,Avesh Khan,3,5,Not Out,2017
SS Iyer,Avesh Khan,2,2,Not Out,2022
SS Iyer,B Kumar,1,2,Not Out,2015
SS Iyer,B Kumar,0,7,SS Iyer,2015
SS Iyer,B Kumar,11,6,Not Out,2017
SS Iyer,B Kumar,4,4,SS Iyer,2017
SS Iyer,B Kumar,7,7,Not Out,2018
SS Iyer,B Kumar,6,6,Not Out,2019
SS Iyer,B Kumar,9,8,SS Iyer,2019
SS Iyer,B Kumar,0,2,Not Out,2020/21
SS Iyer,B Kumar,3,6,Not Out,2021
SS Iyer,B Kumar,3,1,Not Out,2022
SS Iyer,BA Stokes,6,6,Not Out,2018
SS Iyer,BA Stokes,14,8,Not Out,2020/21
SS Iyer,BB Sran,6,8,Not Out,2018
SS Iyer,BCJ Cutting,2,2,Not Out,2018
SS Iyer,Basil Thampi,8,6,Not Out,2017
SS Iyer,Basil Thampi,16,11,SS Iyer,2017
SS Iyer,Basil Thampi,2,3,Not Out,2019
SS Iyer,C Sakariya,2,2,Not Out,2021
SS Iyer,C Sakariya,2,4,Not Out,2022
SS Iyer,C de Grandhomme,10,4,Not Out,2017
SS Iyer,C de Grandhomme,14,5,Not Out,2017
SS Iyer,C de Grandhomme,10,4,Not Out,2018
SS Iyer,CH Morris,7,8,SS Iyer,2015
SS Iyer,CJ Jordan,5,6,Not Out,2020/21
SS Iyer,CR Woakes,8,7,Not Out,2017
SS Iyer,CR Woakes,3,3,Not Out,2017
SS Iyer,CR Woakes,1,1,Not Out,2018
SS Iyer,CV Varun,3,4,SS Iyer,2020/21
SS Iyer,CV Varun,30,9,Not Out,2020/21
SS Iyer,CV Varun,1,5,Not Out,2021
SS Iyer,CV Varun,4,5,Not Out,2021
SS Iyer,D Wiese,2,3,Not Out,2015
SS Iyer,DJ Bravo,1,1,Not Out,2018
SS Iyer,DJ Bravo,2,2,Not Out,2019
SS Iyer,DJ Bravo,5,5,Not Out,2019
SS Iyer,DJ Bravo,8,6,SS Iyer,2020/21
SS Iyer,DJ Bravo,4,5,Not Out,2022
SS Iyer,DJ Hooda,2,7,Not Out,2015
SS Iyer,DJ Hooda,6,3,Not Out,2019
SS Iyer,DJ Hooda,1,1,Not Out,2019
SS Iyer,DL Chahar,6,6,Not Out,2016
SS Iyer,DL Chahar,9,6,Not Out,2018
SS Iyer,DL Chahar,3,4,Not Out,2019
SS Iyer,DL Chahar,23,10,Not Out,2019
SS Iyer,DL Chahar,4,7,Not Out,2020/21
SS Iyer,DL Chahar,15,9,Not Out,2020/21
SS Iyer,DL Chahar,0,3,Not Out,2021
SS Iyer,DR Sams,0,1,SS Iyer,2022
SS Iyer,DR Smith,5,3,Not Out,2017
SS Iyer,DS Kulkarni,8,6,Not Out,2015
SS Iyer,DS Kulkarni,20,12,Not Out,2017
SS Iyer,DS Kulkarni,3,4,Not Out,2018
SS Iyer,DT Christian,6,3,Not Out,2021
SS Iyer,DW Steyn,9,8,Not Out,2015
SS Iyer,GB Hogg,7,7,SS Iyer,2015
SS Iyer,GC Viljoen,12,8,SS Iyer,2019
SS Iyer,GC Viljoen,6,8,Not Out,2019
SS Iyer,GHS Garton,4,5,Not Out,2021
SS Iyer,HH Pandya,7,8,Not Out,2015
SS Iyer,HH Pandya,1,3,SS Iyer,2016
SS Iyer,HV Patel,1,3,SS Iyer,2015
SS Iyer,HV Patel,2,4,SS Iyer,2017
SS Iyer,HV Patel,4,4,Not Out,2021
SS Iyer,Harbhajan Singh,23,13,Not Out,2015
SS Iyer,Harbhajan Singh,0,1,SS Iyer,2015
SS Iyer,Harbhajan Singh,1,3,Not Out,2018
SS Iyer,Harbhajan Singh,2,5,Not Out,2019
SS Iyer,Harbhajan Singh,12,7,Not Out,2019
SS Iyer,Harbhajan Singh,3,3,Not Out,2019
SS Iyer,Harpreet Brar,14,7,Not Out,2019
SS Iyer,I Udana,2,2,Not Out,2020/21
SS Iyer,IC Pandey,16,7,Not Out,2015
SS Iyer,IS Sodhi,13,5,Not Out,2019
SS Iyer,Imran Tahir,8,4,SS Iyer,2019
SS Iyer,Imran Tahir,2,2,Not Out,2019
SS Iyer,Imran Tahir,3,4,SS Iyer,2019
SS Iyer,J Suchith,5,2,Not Out,2022
SS Iyer,J Yadav,14,11,Not Out,2020/21
SS Iyer,J Yadav,5,6,Not Out,2020/21
SS Iyer,J Yadav,5,7,Not Out,2021
SS Iyer,JC Archer,9,7,Not Out,2018
SS Iyer,JC Archer,2,3,Not Out,2020/21
SS Iyer,JC Archer,1,4,Not Out,2020/21
SS Iyer,JD Unadkat,0,1,SS Iyer,2017
SS Iyer,JD Unadkat,6,8,SS Iyer,2018
SS Iyer,JD Unadkat,15,4,Not Out,2020/21
SS Iyer,JDS Neesham,8,4,Not Out,2020/21
SS Iyer,JJ Bumrah,19,8,Not Out,2015
SS Iyer,JJ Bumrah,2,1,Not Out,2016
SS Iyer,JJ Bumrah,7,6,Not Out,2018
SS Iyer,JJ Bumrah,2,3,Not Out,2020/21
SS Iyer,JJ Bumrah,2,3,Not Out,2020/21
SS Iyer,JJ Bumrah,4,2,SS Iyer,2020/21
SS Iyer,JJ Bumrah,16,12,Not Out,2020/21
SS Iyer,JJ Bumrah,7,5,Not Out,2021
SS Iyer,JL Pattinson,20,9,Not Out,2020/21
SS Iyer,JO Holder,5,5,SS Iyer,2020/21
SS Iyer,JO Holder,13,11,Not Out,2021
SS Iyer,JO Holder,22,7,Not Out,2022
SS Iyer,JP Faulkner,11,5,Not Out,2015
SS Iyer,JP Faulkner,0,1,Not Out,2017
SS Iyer,JP Faulkner,26,14,MN Samuels,2017
SS Iyer,JR Hazlewood,1,1,Not Out,2020/21
SS Iyer,JR Hazlewood,2,4,SS Iyer,2021
SS Iyer,JR Hazlewood,0,7,SS Iyer,2021
SS Iyer,K Gowtham,13,5,Not Out,2018
SS Iyer,K Gowtham,28,15,Not Out,2020/21
SS Iyer,K Gowtham,9,4,Not Out,2022
SS Iyer,K Kartikeya,1,2,Not Out,2022
SS Iyer,K Rabada,12,5,Not Out,2022
SS Iyer,KA Pollard,4,5,Not Out,2015
SS Iyer,KA Pollard,2,2,Not Out,2020/21
SS Iyer,KA Pollard,7,3,Not Out,2020/21
SS Iyer,KA Pollard,2,3,Not Out,2021
SS Iyer,KC Cariappa,5,4,Not Out,2017
SS Iyer,KH Pandya,2,3,Not Out,2016
SS Iyer,KH Pandya,6,5,Not Out,2018
SS Iyer,KH Pandya,2,3,Not Out,2019
SS Iyer,KH Pandya,12,13,SS Iyer,2020/21
SS Iyer,KH Pandya,6,7,Not Out,2020/21
SS Iyer,KH Pandya,7,9,Not Out,2020/21
SS Iyer,KH Pandya,3,4,Not Out,2021
SS Iyer,KK Ahmed,1,2,Not Out,2019
SS Iyer,KK Ahmed,0,1,SS Iyer,2019
SS Iyer,KK Ahmed,8,7,Not Out,2020/21
SS Iyer,KK Ahmed,4,4,Not Out,2021
SS Iyer,KK Ahmed,5,3,Not Out,2022
SS Iyer,KL Nagarkoti,9,8,Not Out,2020/21
SS Iyer,KL Nagarkoti,14,8,Not Out,2020/21
SS Iyer,KM Asif,2,3,Not Out,2018
SS Iyer,KR Sen,11,11,Not Out,2022
SS Iyer,KV Sharma,21,8,Not Out,2015
SS Iyer,KV Sharma,1,3,Not Out,2020/21
SS Iyer,Kartik Tyagi,6,7,Not Out,2020/21
SS Iyer,Kartik Tyagi,4,10,SS Iyer,2020/21
SS Iyer,Kartik Tyagi,7,9,Not Out,2021
SS Iyer,Kuldeep Yadav,2,2,Not Out,2017
SS Iyer,Kuldeep Yadav,6,7,Not Out,2017
SS Iyer,Kuldeep Yadav,11,5,Not Out,2018
SS Iyer,Kuldeep Yadav,13,6,Not Out,2019
SS Iyer,Kuldeep Yadav,16,11,SS Iyer,2022
SS Iyer,Kuldeep Yadav,4,5,SS Iyer,2022
SS Iyer,L Ngidi,5,4,Not Out,2018
SS Iyer,L Ngidi,1,6,SS Iyer,2018
SS Iyer,LH Ferguson,5,5,Not Out,2019
SS Iyer,LH Ferguson,5,4,Not Out,2019
SS Iyer,LH Ferguson,13,7,Not Out,2020/21
SS Iyer,LH Ferguson,3,4,Not Out,2021
SS Iyer,LH Ferguson,7,3,Not Out,2022
SS Iyer,Lalit Yadav,1,1,Not Out,2022
SS Iyer,Lalit Yadav,3,3,Not Out,2022
SS Iyer,M Ashwin,6,9,Not Out,2019
SS Iyer,M Ashwin,3,5,SS Iyer,2020/21
SS Iyer,M Ashwin,0,1,SS Iyer,2022
SS Iyer,M Jansen,13,11,Not Out,2022
SS Iyer,M Markande,3,4,SS Iyer,2018
SS Iyer,M Morkel,11,9,Not Out,2015
SS Iyer,M Prasidh Krishna,6,6,SS Iyer,2019
SS Iyer,M Prasidh Krishna,3,3,Not Out,2020/21
SS Iyer,M Prasidh Krishna,16,9,Not Out,2022
SS Iyer,M Prasidh Krishna,3,2,Not Out,2022
SS Iyer,MA Starc,0,2,SS Iyer,2015
SS Iyer,MA Starc,8,6,Not Out,2015
SS Iyer,MC Henriques,9,6,Not Out,2017
SS Iyer,MC Henriques,5,3,Not Out,2017
SS Iyer,MG Johnson,2,3,Not Out,2016
SS Iyer,MG Johnson,2,2,Not Out,2017
SS Iyer,MG Johnson,7,7,Not Out,2018
SS Iyer,MJ McClenaghan,21,11,Not Out,2015
SS Iyer,MJ McClenaghan,15,12,Not Out,2015
SS Iyer,MJ McClenaghan,12,8,Not Out,2016
SS Iyer,MJ McClenaghan,4,5,SS Iyer,2017
SS Iyer,MJ McClenaghan,2,3,Not Out,2017
SS Iyer,MJ McClenaghan,7,5,SS Iyer,2019
SS Iyer,MJ Santner,4,4,Not Out,2022
SS Iyer,MM Ali,7,14,Not Out,2018
SS Iyer,MM Ali,11,8,Not Out,2019
SS Iyer,MM Ali,1,2,SS Iyer,2020/21
SS Iyer,MM Sharma,2,2,Not Out,2015
SS Iyer,MM Sharma,10,7,Not Out,2015
SS Iyer,MM Sharma,1,3,SS Iyer,2017
SS Iyer,MP Stoinis,5,7,Not Out,2019
SS Iyer,MP Stoinis,3,3,SS Iyer,2022
SS Iyer,Mohammad Nabi,6,7,Not Out,2019
SS Iyer,Mohammed Shami,7,6,Not Out,2019
SS Iyer,Mohammed Shami,4,7,Not Out,2019
SS Iyer,Mohammed Shami,1,6,SS Iyer,2020/21
SS Iyer,Mohammed Shami,0,3,Not Out,2022
SS Iyer,Mohammed Siraj,5,2,Not Out,2017
SS Iyer,Mohammed Siraj,1,1,Not Out,2017
SS Iyer,Mohammed Siraj,7,7,Not Out,2018
SS Iyer,Mohammed Siraj,1,4,SS Iyer,2018
SS Iyer,Mohammed Siraj,6,5,Not Out,2019
SS Iyer,Mohammed Siraj,5,5,Not Out,2020/21
SS Iyer,Mohammed Siraj,1,3,SS Iyer,2021
SS Iyer,Mohammed Siraj,6,4,Not Out,2022
SS Iyer,Mohsin Khan,1,5,Not Out,2022
SS Iyer,Mohsin Khan,1,6,Not Out,2022
SS Iyer,Mujeeb Ur Rahman,2,6,Not Out,2018
SS Iyer,Mujeeb Ur Rahman,21,13,SS Iyer,2018
SS Iyer,Mujeeb Ur Rahman,2,4,Not Out,2019
SS Iyer,Mustafizur Rahman,7,5,Not Out,2018
SS Iyer,Mustafizur Rahman,1,4,Not Out,2018
SS Iyer,Mustafizur Rahman,1,1,Not Out,2021
SS Iyer,Mustafizur Rahman,3,4,Not Out,2022
SS Iyer,Mustafizur Rahman,2,2,Not Out,2022
SS Iyer,NLTC Perera,10,6,Not Out,2015
SS Iyer,NM Coulter-Nile,4,2,SS Iyer,2017
SS Iyer,NM Coulter-Nile,2,2,Not Out,2020/21
SS Iyer,NM Coulter-Nile,16,13,K Rabada,2020/21
SS Iyer,NM Coulter-Nile,9,8,Not Out,2021
SS Iyer,Navdeep Saini,14,14,SS Iyer,2019
SS Iyer,Navdeep Saini,6,5,Not Out,2019
SS Iyer,OC McCoy,18,15,Not Out,2022
SS Iyer,OF Smith,5,2,Not Out,2022
SS Iyer,P Kumar,16,14,SS Iyer,2015
SS Iyer,P Negi,15,11,Not Out,2015
SS Iyer,P Negi,12,8,Not Out,2019
SS Iyer,PJ Cummins,5,6,Not Out,2020/21
SS Iyer,PJ Cummins,21,7,Not Out,2020/21
SS Iyer,PJ Sangwan,6,2,Not Out,2017
SS Iyer,PJ Sangwan,14,7,Not Out,2017
SS Iyer,PP Chawla,5,6,SS Iyer,2015
SS Iyer,PP Chawla,14,7,Not Out,2015
SS Iyer,PP Chawla,0,1,Not Out,2018
SS Iyer,PP Chawla,10,5,Not Out,2018
SS Iyer,PP Chawla,12,9,Not Out,2019
SS Iyer,PP Chawla,1,3,Not Out,2020/21
SS Iyer,PV Tambe,14,10,Not Out,2015
SS Iyer,PVD Chameera,5,4,SS Iyer,2022
SS Iyer,PWH de Silva,1,3,SS Iyer,2022
SS Iyer,R Ashwin,15,13,Not Out,2015
SS Iyer,R Ashwin,11,13,DT Christian,2018
SS Iyer,R Ashwin,2,4,Not Out,2019
SS Iyer,R Ashwin,16,11,Not Out,2019
SS Iyer,R Ashwin,28,16,Not Out,2022
SS Iyer,R Ashwin,8,8,Not Out,2022
SS Iyer,R Parag,3,4,SS Iyer,2019
SS Iyer,R Parag,1,1,Not Out,2019
SS Iyer,R Powell,7,3,Not Out,2022
SS Iyer,R Tewatia,10,9,Not Out,2020/21
SS Iyer,R Tewatia,11,8,SS Iyer,2021
SS Iyer,R Vinay Kumar,4,6,Not Out,2015
SS Iyer,RA Jadeja,8,7,Not Out,2015
SS Iyer,RA Jadeja,15,10,Not Out,2017
SS Iyer,RA Jadeja,2,3,SS Iyer,2018
SS Iyer,RA Jadeja,7,6,Not Out,2018
SS Iyer,RA Jadeja,5,7,Not Out,2019
SS Iyer,RA Jadeja,5,10,SS Iyer,2019
SS Iyer,RA Jadeja,2,6,Not Out,2019
SS Iyer,RA Jadeja,1,1,Not Out,2020/21
SS Iyer,RA Jadeja,2,2,Not Out,2020/21
SS Iyer,RA Jadeja,6,8,Not Out,2022
SS Iyer,RD Chahar,1,3,SS Iyer,2019
SS Iyer,RD Chahar,6,7,Not Out,2020/21
SS Iyer,RD Chahar,0,1,SS Iyer,2020/21
SS Iyer,RD Chahar,0,4,SS Iyer,2022
SS Iyer,RP Meredith,5,5,Not Out,2022
SS Iyer,RS Bopara,4,6,Not Out,2015
SS Iyer,Rashid Khan,16,7,Not Out,2017
SS Iyer,Rashid Khan,6,9,Not Out,2017
SS Iyer,Rashid Khan,10,6,Not Out,2018
SS Iyer,Rashid Khan,12,12,SS Iyer,2019
SS Iyer,Rashid Khan,11,12,Not Out,2019
SS Iyer,Rashid Khan,5,5,Not Out,2019
SS Iyer,Rashid Khan,3,6,Not Out,2020/21
SS Iyer,Rashid Khan,0,2,SS Iyer,2020/21
SS Iyer,Rashid Khan,6,6,Not Out,2020/21
SS Iyer,Rashid Khan,14,13,Not Out,2021
SS Iyer,Rasikh Salam,9,5,Not Out,2019
SS Iyer,Ravi Bishnoi,5,6,Not Out,2020/21
SS Iyer,Ravi Bishnoi,13,8,Not Out,2022
SS Iyer,S Aravind,0,5,SS Iyer,2016
SS Iyer,S Dube,3,3,Not Out,2019
SS Iyer,S Gopal,13,5,Not Out,2018
SS Iyer,S Gopal,1,1,Not Out,2019
SS Iyer,S Gopal,1,3,SS Iyer,2019
SS Iyer,S Gopal,9,10,Not Out,2020/21
SS Iyer,S Kaul,9,9,Not Out,2017
SS Iyer,S Kaul,3,6,Not Out,2017
SS Iyer,S Kaul,2,6,SS Iyer,2018
SS Iyer,S Kaul,11,9,Not Out,2019
SS Iyer,S Nadeem,8,5,Not Out,2020/21
SS Iyer,SK Raina,6,4,Not Out,2015
SS Iyer,SL Malinga,9,13,SS Iyer,2015
SS Iyer,SL Malinga,1,3,SS Iyer,2017
SS Iyer,SM Curran,5,2,Not Out,2019
SS Iyer,SM Curran,12,8,Not Out,2019
SS Iyer,SM Curran,2,2,Not Out,2020/21
SS Iyer,SM Curran,7,8,SS Iyer,2020/21
SS Iyer,SN Thakur,20,10,SS Iyer,2015
SS Iyer,SN Thakur,3,3,Not Out,2017
SS Iyer,SN Thakur,7,4,Not Out,2020/21
SS Iyer,SN Thakur,1,1,Not Out,2021
SS Iyer,SN Thakur,6,3,Not Out,2022
SS Iyer,SN Thakur,9,8,Not Out,2022
SS Iyer,SP Narine,2,5,Not Out,2015
SS Iyer,SP Narine,1,1,SS Iyer,2017
SS Iyer,SP Narine,7,8,Not Out,2017
SS Iyer,SP Narine,8,4,Not Out,2018
SS Iyer,SP Narine,14,11,Not Out,2020/21
SS Iyer,SP Narine,8,3,Not Out,2020/21
SS Iyer,SP Narine,0,1,SS Iyer,2021
SS Iyer,SP Narine,2,4,SO Hetmyer,2021
SS Iyer,SR Watson,0,1,SS Iyer,2015
SS Iyer,SR Watson,3,7,Not Out,2017
SS Iyer,SR Watson,4,4,Not Out,2018
SS Iyer,Sandeep Sharma,6,7,SS Iyer,2015
SS Iyer,Sandeep Sharma,1,9,Not Out,2015
SS Iyer,Sandeep Sharma,1,2,SS Iyer,2016
SS Iyer,Sandeep Sharma,1,3,SS Iyer,2017
SS Iyer,Sandeep Sharma,10,9,Not Out,2018
SS Iyer,Sandeep Sharma,1,5,Not Out,2018
SS Iyer,Sandeep Sharma,8,7,Not Out,2019
SS Iyer,Sandeep Sharma,6,8,Not Out,2019
SS Iyer,Sandeep Sharma,13,9,Not Out,2021
SS Iyer,Shahbaz Ahmed,3,5,SS Iyer,2020/21
SS Iyer,Shakib Al Hasan,15,8,Not Out,2018
SS Iyer,Shakib Al Hasan,2,3,Not Out,2018
SS Iyer,Shakib Al Hasan,2,4,Not Out,2021
SS Iyer,Shashank Singh,2,2,Not Out,2022
SS Iyer,Shivam Mavi,42,11,GJ Maxwell,2018
SS Iyer,Shivam Mavi,11,5,Not Out,2020/21
SS Iyer,Shivam Mavi,19,11,Not Out,2021
SS Iyer,T Natarajan,5,4,Not Out,2017
SS Iyer,T Natarajan,1,1,Not Out,2020/21
SS Iyer,T Natarajan,6,7,Not Out,2020/21
SS Iyer,T Natarajan,2,5,Not Out,2020/21
SS Iyer,T Shamsi,22,14,Not Out,2021
SS Iyer,TA Boult,1,6,Not Out,2020/21
SS Iyer,TA Boult,8,6,Not Out,2020/21
SS Iyer,TA Boult,14,8,Not Out,2020/21
SS Iyer,TA Boult,7,9,Not Out,2021
SS Iyer,TA Boult,17,8,Not Out,2022
SS Iyer,TA Boult,3,7,SS Iyer,2022
SS Iyer,TG Southee,6,4,Not Out,2015
SS Iyer,TG Southee,1,5,Not Out,2015
SS Iyer,TG Southee,2,7,Not Out,2016
SS Iyer,TG Southee,4,5,Not Out,2018
SS Iyer,TG Southee,5,5,Not Out,2019
SS Iyer,TM Head,11,7,Not Out,2017
SS Iyer,TS Mills,10,5,Not Out,2022
SS Iyer,UT Yadav,2,3,Not Out,2015
SS Iyer,UT Yadav,2,4,Not Out,2015
SS Iyer,UT Yadav,5,3,Not Out,2017
SS Iyer,UT Yadav,13,10,Not Out,2017
SS Iyer,UT Yadav,22,9,Not Out,2018
SS Iyer,UT Yadav,3,4,Not Out,2018
SS Iyer,UT Yadav,6,4,Not Out,2019
SS Iyer,Umran Malik,5,9,SS Iyer,2022
SS Iyer,Umran Malik,11,6,SS Iyer,2022
SS Iyer,V Shankar,10,6,Not Out,2019
SS Iyer,V Shankar,3,5,SS Iyer,2020/21
SS Iyer,VR Aaron,12,7,Not Out,2017
SS Iyer,VR Aaron,9,5,Not Out,2020/21
SS Iyer,Washington Sundar,20,11,SS Iyer,2018
SS Iyer,Washington Sundar,10,9,SS Iyer,2019
SS Iyer,Washington Sundar,1,1,Not Out,2020/21
SS Iyer,Washington Sundar,4,3,Not Out,2022
SS Iyer,YS Chahal,13,8,Not Out,2017
SS Iyer,YS Chahal,2,3,Not Out,2018
SS Iyer,YS Chahal,7,6,Not Out,2018
SS Iyer,YS Chahal,19,15,Not Out,2019
SS Iyer,YS Chahal,22,9,Not Out,2019
SS Iyer,YS Chahal,4,5,Not Out,2020/21
SS Iyer,YS Chahal,2,3,Not Out,2020/21
SS Iyer,YS Chahal,3,4,Not Out,2021
SS Iyer,YS Chahal,6,9,SS Iyer,2022
SS Iyer,YS Chahal,9,6,Not Out,2022
SS Iyer,Yash Dayal,0,4,SS Iyer,2022
SS Iyer,Yuvraj Singh,0,1,Not Out,2017
SS Iyer,Yuvraj Singh,14,4,Not Out,2017
SS Prabhudessai,AR Patel,5,3,SS Prabhudessai,2022
SS Prabhudessai,B Kumar,1,4,Not Out,2022
SS Prabhudessai,CJ Jordan,10,4,Not Out,2022
SS Prabhudessai,DJ Bravo,2,2,Not Out,2022
SS Prabhudessai,J Suchith,6,8,SS Prabhudessai,2022
SS Prabhudessai,JO Holder,0,2,SS Prabhudessai,2022
SS Prabhudessai,KH Pandya,2,2,Not Out,2022
SS Prabhudessai,M Jansen,5,7,Not Out,2022
SS Prabhudessai,M Theekshana,0,2,SS Prabhudessai,2022
SS Prabhudessai,MM Ali,6,3,Not Out,2022
SS Prabhudessai,R Ashwin,1,3,SS Prabhudessai,2022
SS Prabhudessai,RA Jadeja,16,7,Not Out,2022
SS Prabhudessai,Ravi Bishnoi,8,6,Not Out,2022
SS Prabhudessai,SN Thakur,1,2,Not Out,2022
SS Prabhudessai,Umran Malik,3,3,Not Out,2022
SS Prabhudessai,YS Chahal,1,4,Not Out,2022
SS Shaikh,J Botha,1,5,Not Out,2009
SS Shaikh,SK Warne,5,2,Not Out,2009
SS Tiwary,A Ashish Reddy,7,7,Not Out,2012
SS Tiwary,A Chandila,10,9,Not Out,2013
SS Tiwary,A Kumble,4,6,SS Tiwary,2009/10
SS Tiwary,A Kumble,14,8,Not Out,2009/10
SS Tiwary,A Mishra,24,15,Not Out,2009/10
SS Tiwary,A Mishra,2,2,Not Out,2009/10
SS Tiwary,A Mishra,0,1,SS Tiwary,2011
SS Tiwary,A Mishra,7,6,Not Out,2012
SS Tiwary,A Mishra,13,9,Not Out,2016
SS Tiwary,A Nehra,9,4,Not Out,2012
SS Tiwary,A Nehra,5,4,SS Tiwary,2016
SS Tiwary,A Symonds,6,7,Not Out,2009/10
SS Tiwary,A Uniyal,8,4,Not Out,2009/10
SS Tiwary,AA Jhunjhunwala,6,4,Not Out,2009/10
SS Tiwary,AB Dinda,10,10,Not Out,2009/10
SS Tiwary,AB Dinda,8,8,Not Out,2012
SS Tiwary,AB Dinda,2,2,SS Tiwary,2013
SS Tiwary,AB Dinda,1,4,SS Tiwary,2013
SS Tiwary,AB McDonald,5,7,Not Out,2009/10
SS Tiwary,AC Thomas,0,1,Not Out,2011
SS Tiwary,AC Thomas,17,9,TM Dilshan,2012
SS Tiwary,AD Mascarenhas,6,6,Not Out,2009/10
SS Tiwary,AD Mathews,14,11,Not Out,2009/10
SS Tiwary,AD Mathews,13,7,Not Out,2012
SS Tiwary,AD Mathews,1,2,Not Out,2012
SS Tiwary,AD Mathews,9,10,Not Out,2013
SS Tiwary,AD Russell,1,2,Not Out,2015
SS Tiwary,AK Markram,7,6,Not Out,2021
SS Tiwary,AN Ahmed,3,3,Not Out,2011
SS Tiwary,AP Dole,9,6,Not Out,2009/10
SS Tiwary,AR Patel,5,5,Not Out,2015
SS Tiwary,AR Patel,11,11,SS Tiwary,2021
SS Tiwary,AS Rajpoot,3,4,SS Tiwary,2016
SS Tiwary,AS Rajpoot,6,8,Not Out,2017
SS Tiwary,AS Rajpoot,1,1,Not Out,2020/21
SS Tiwary,Arshdeep Singh,10,9,Not Out,2021
SS Tiwary,Azhar Mahmood,1,1,Not Out,2012
SS Tiwary,B Kumar,5,3,Not Out,2012
SS Tiwary,B Kumar,10,7,Not Out,2012
SS Tiwary,B Kumar,3,4,Not Out,2013
SS Tiwary,B Kumar,1,3,Not Out,2015
SS Tiwary,B Lee,2,2,Not Out,2009/10
SS Tiwary,BAW Mendis,16,14,Not Out,2013
SS Tiwary,BB Sran,1,2,Not Out,2016
SS Tiwary,C de Grandhomme,9,10,Not Out,2017
SS Tiwary,CH Gayle,2,2,Not Out,2009
SS Tiwary,CH Gayle,15,9,Not Out,2009/10
SS Tiwary,CJ Jordan,6,5,Not Out,2016
